,time,tweets
204,07-12-2020 02:18,@realDonaldTrump Your press secretary just admitted that Joe Biden is the President-Elect.  You might want to have… https://t.co/DT0Cc9q6Xk
205,07-12-2020 02:18,"RT @LifeNewsHQ: BREAKING:  Joe Biden says he will name radical pro-abortion California AG Xavier Becerra as HHS director if he wins.

Becer…"
206,07-12-2020 02:18,RT @ABC7: Joe Biden to pick California Attorney General Xavier Becerra to become U.S. health secretary - will take office as nation gears u…
207,07-12-2020 02:18,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
208,07-12-2020 02:18,RT @WalshFreedom: I just watched an actual Republican Congressman on national television acknowledge that Joe Biden won the election and wi…
209,07-12-2020 02:18,"⚪️ Joe Biden is expected to nominate Rochelle Walensky, chief of infectious diseases at Massachusetts General Hospi… https://t.co/gPPMvLaRHc"
210,07-12-2020 02:18,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
211,07-12-2020 02:18,"RT @anniekarni: What is there even to weigh.

//Biden weighs taking an inaugural Amtrak ride from Delaware to D.C. - Axios https://t.co/RJt…"
212,07-12-2020 02:18,"RT @BryanDeanWright: The question now remains:

How do we stop these twin threats?

The Chinese Govt is actually manageable.

From smart di…"
213,07-12-2020 02:18,"RT @SBAList: With his choice of California Attorney General Xavier Becerra for HHS Secretary, Joe Biden has proven yet again he is an extre…"
214,07-12-2020 02:18,RT @WalshFreedom: I just watched an actual Republican Congressman on national television acknowledge that Joe Biden won the election and wi…
215,07-12-2020 02:18,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
216,07-12-2020 02:18,@JoeBiden @RICHTVLIVE Joe Biden does NOT and will never = prosperity!
217,07-12-2020 02:18,"RT @tylerpager: SCOOP: Joe Biden has selected Rochelle Walensky, the chief of infectious diseases at Massachusetts General Hospital, to run…"
218,07-12-2020 02:18,RT @NickAdamsinUSA: Should Joe Biden concede?
219,07-12-2020 02:18,"RT @cristymsilva: Joe Biden picks California AG Xavier Becerra to lead HHS amid global coronavirus pandemic, reports say https://t.co/tITUq…"
220,07-12-2020 02:18,RT @WalshFreedom: I just watched an actual Republican Congressman on national television acknowledge that Joe Biden won the election and wi…
221,07-12-2020 02:18,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
222,07-12-2020 02:18,"RT @anniekarni: What is there even to weigh.

//Biden weighs taking an inaugural Amtrak ride from Delaware to D.C. - Axios https://t.co/RJt…"
223,07-12-2020 02:18,"Joe Biden war kein treuer Kandidat
Wenn er am Ende den zweiten Platz belegt
Es ist schon gut
Er versuchte mich unfa… https://t.co/9MG2pZWEPa"
224,07-12-2020 02:18,"RT @Logic_Triumphs: Rudy Giuliani tweeted about Hunter Biden's laptop over 100 times prior to the election.

After Biden won the tweets sto…"
225,07-12-2020 02:18,RT @tribelaw: We’re 45 days from the inauguration of the 46th president. But I find it hard to view Donald Trump as much more than a creepy…
226,07-12-2020 02:18,"RT @IWF: Instead of pretending that Joe Biden just accomplished something historic for women, the media should acknowledge that America alr…"
227,07-12-2020 02:18,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
228,07-12-2020 02:18,"@JoeBiden If coronavirus is real, it will be on the planet for the next 150+years: Nothing Quid Quo Pro Joe Biden o… https://t.co/KjUYOMHBlD"
229,07-12-2020 02:18,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
230,07-12-2020 02:18,RT @SenPolehanki: Any denunciation by @MISenate and @MI_Republicans that does not include a clarion call to their followers that the electi…
231,07-12-2020 02:18,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
232,07-12-2020 02:18,RT @SkyNews: COVID-19: Joe Biden's inauguration plans rethought in age of coronavirus https://t.co/gDCgWz8HZx
233,07-12-2020 02:18,"RT @tylerpager: SCOOP: Joe Biden has selected Rochelle Walensky, the chief of infectious diseases at Massachusetts General Hospital, to run…"
234,07-12-2020 02:18,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
235,07-12-2020 02:18,RT @darhar981: 🎄In a now-deleted tweet🎄Michigan Attorney General Dana Nessel signaled the return of the War on Christmas in Joe Biden’s Ame…
236,07-12-2020 02:18,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
237,07-12-2020 02:18,RT @RyanGirdusky: Biden took every opportunity he could to say he wasn't Biden or AOC. Warnock couldn't even answer if he was against socia…
238,07-12-2020 02:18,"RT @PhillDKline: Data experts put the total number of illegal votes counted and legal votes not counted at more than 200,000, far greater t…"
239,07-12-2020 02:18,"RT @shearm: SCOOP -- Joe Biden will nominate Xavier Becerra, the attorney general in California, to be the next HHS secretary, a victory fo…"
240,07-12-2020 02:18,RT @NickAdamsinUSA: Should Joe Biden concede?
241,07-12-2020 02:18,thousands of Americans have made it clear they think he’s wrong. millions more voted for Joe Biden too https://t.co/KyG3dgCLnn
242,07-12-2020 02:18,@TomCottonAR Kelly Loeffler refused to admit Joe Biden won the election!
243,07-12-2020 02:18,RT @CNNPolitics: Joe Biden's already more popular than President Trump's ever been | Analysis by CNN's Harry Enten https://t.co/uxf5r9PuO2…
244,07-12-2020 02:18,@realDonaldTrump Joe Biden: “We have put together I think the most extensive and inclusive voter fraud organization… https://t.co/GO2DamfYQG
245,07-12-2020 02:18,@LovePieGuy_ @_camilarivera__ Oh well he isn’t named joe Biden anymore I thought he stopped
246,07-12-2020 02:18,"@marklevinshow The 2020 election WAS very puzzling. However, Donald Trump still lost and Joe Biden won!!"
247,07-12-2020 02:18,https://t.co/qK76kldIGq
248,07-12-2020 02:18,RT @jomalleydillon: Winning the battle for the soul of the internet. Hats off to our incredible team!! https://t.co/T4C4UBPr7q
249,07-12-2020 02:18,Joe Biden is our President! https://t.co/033A9XESph
250,07-12-2020 02:18,RT @stclairashley: So weird that election interference was real to the Democrats until the day they thought Joe Biden won the election
251,07-12-2020 02:18,@realDonaldTrump Yes you did lost Mr Trump lost Joe Biden won
252,07-12-2020 02:18,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
253,07-12-2020 02:18,"When you can’t defend your record of  profiting off COVID-19, while families suffer or bring yourself to say “Joe B… https://t.co/QqnaNhax5S"
254,07-12-2020 02:18,RT @OANN: America's pollsters swayed the 2020 election in favor of Joe Biden &amp; the mainstream media forced Americans unquestioningly accept…
255,07-12-2020 02:18,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
256,07-12-2020 02:18,RT @alaynatreene: There's talk within Bidenworld of the president-elect ditching the typical flourish of arriving in Washington ahead of hi…
257,07-12-2020 02:18,"RT @josephcollins77: The numbers are clear: 7 mln more votes than Trump, 306 EC votes earned, 50 state certifications, 45 Trump campaign st…"
258,07-12-2020 02:18,"RT @LifeNewsHQ: BREAKING:  Joe Biden says he will name radical pro-abortion California AG Xavier Becerra as HHS director if he wins.

Becer…"
259,07-12-2020 02:18,RT @Jay_USMC2: Poll of the week: A new Gallup poll finds that President Joe Biden has a 55% favorable rating and a 41% unfavorable rating.…
260,07-12-2020 02:18,"@JennaEllisEsq What are you talking about? Trump won, right? Bigfoot can be defeated with peanut butter and jelly,… https://t.co/GqvIDmccDE"
261,07-12-2020 02:18,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
262,07-12-2020 02:18,"RT @anniekarni: What is there even to weigh.

//Biden weighs taking an inaugural Amtrak ride from Delaware to D.C. - Axios https://t.co/RJt…"
263,07-12-2020 02:18,RT @babadookspinoza: Joe Biden went from “Help is on the way!” to “Americans don’t want help!” in three days.
264,07-12-2020 02:18,"RT @aaronjcarpenter: Not sure who needs to hear this, but President Donald J. Trump did not lose the 2020 election to non-campaigner, lazy,…"
265,07-12-2020 02:18,"RT @toddeherman: So . . . HOW MANY TIMES have I called out ALGORITHMIC VOTE BLOCKS for Joe Biden?

One Dominion machine - in one County - H…"
266,07-12-2020 02:18,RT @Politics_PR: Mental health experts explain why Joe Biden needs to throw the book at Donald Trump https://t.co/JhmXJ73eGk https://t.co/H…
267,07-12-2020 02:18,RT @darhar981: 🎄In a now-deleted tweet🎄Michigan Attorney General Dana Nessel signaled the return of the War on Christmas in Joe Biden’s Ame…
268,07-12-2020 02:18,https://t.co/HlXWBnr9YG
269,07-12-2020 02:18,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
270,07-12-2020 02:18,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
271,07-12-2020 02:18,"RT @charlesornstein: Joe Biden has selected Rochelle Walensky, the chief of infectious diseases at Massachusetts General Hospital, to run @…"
272,07-12-2020 02:18,RT @Weinsteinlaw: Joe Biden received a greater percentage of the vote against an incumbent president than anyone since 1932. He’s also curr…
273,07-12-2020 02:17,"RT @knalquestionese: A mídia não está resistindo. Já estão falando.

""...alegações de fraude eleitoral para Biden atingiram UM MILHÃO em ci…"
274,07-12-2020 02:17,RT @RandyResist: Experts: It Doesn’t Matter That Alito Moved Up Deadline for Pennsylvania Election Lawsuit. PA has already certified its el…
275,07-12-2020 02:17,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
276,07-12-2020 02:17,https://t.co/Rs44E7xYcE
277,07-12-2020 02:17,Joe momma biden deez nuts
278,07-12-2020 02:17,@justinbaragona HHS Secretary Alex Azar does not use President Elect Joe Biden’s correct title. What a poorly manne… https://t.co/2zbNP36VhX
279,07-12-2020 02:17,RT @WaywardWinifred: Neera Tanden's unremorseful bullying should disqualify her from Biden's cabinet | Arwa Mahdawi https://t.co/zYSLhKyKF3
280,07-12-2020 02:17,RT @fox13: HEALTH SECRETARY PICKED: President-elect Joe Biden has picked California Attorney General Xavier Becerra to be his health secret…
281,07-12-2020 02:17,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
282,07-12-2020 02:17,"@eliteminoru Help Idek if she means joe budden or joe Biden 😭😭😭 
Watch her be a Kamala stan account or something"
283,07-12-2020 02:17,"RT @kylegriffin1: Breaking NYT: Joe Biden has selected Xavier Becerra, the Democratic attorney general of California, as his nominee for Se…"
284,07-12-2020 02:17,"RT @jamerchica: Joe Biden dice que si alguna vez llega a tener un desacuerdo con Kamala Harris, prefiere renunciar.

Tomen nota de quien es…"
285,07-12-2020 02:17,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
286,07-12-2020 02:17,"RT @shearm: SCOOP -- Joe Biden will nominate Xavier Becerra, the attorney general in California, to be the next HHS secretary, a victory fo…"
287,07-12-2020 02:17,RT @SenPolehanki: Any denunciation by @MISenate and @MI_Republicans that does not include a clarion call to their followers that the electi…
288,07-12-2020 02:17,RT @WalshFreedom: I just watched an actual Republican Congressman on national television acknowledge that Joe Biden won the election and wi…
289,07-12-2020 02:17,RT @Rando_reborn: This random chick’s past exploits are getting more media scrutiny than Joe Biden’s son’s
290,07-12-2020 02:17,RT @WalshFreedom: I just watched an actual Republican Congressman on national television acknowledge that Joe Biden won the election and wi…
291,07-12-2020 02:17,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
292,07-12-2020 02:17,@olsen45 @mmpadellan @realDonaldTrump @RudyGiuliani Joe Biden will be sworn in January 20. He can then pardon Hunte… https://t.co/iZhr7yBqYh
293,07-12-2020 02:17,"RT @listopara2020: follow Joe Biden on Twitter, let's show 81 million Americans voted for him ... RT. 💙💙💙💙💙"
294,07-12-2020 02:17,"RT @nytimes: Breaking News: President-elect Joe Biden has selected Xavier Becerra, a former congressman who is now the Democratic attorney…"
295,07-12-2020 02:17,"RT @Eclides3: Joe Biden presidente electo de los EEUU, le brinda al gobierno de Uribe Duque y a los Congresistas del Centro Democrático, la…"
296,07-12-2020 02:17,"RT @RobAnderson2018: Joe Biden will be your president at noon on January 20th, 2021."
297,07-12-2020 02:17,RT @darhar981: 🎄In a now-deleted tweet🎄Michigan Attorney General Dana Nessel signaled the return of the War on Christmas in Joe Biden’s Ame…
298,07-12-2020 02:17,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
299,07-12-2020 02:17,"RT @AP: California certifies Joe Biden's victory in the state, giving the Democrat more than the 270 electors needed to win the White House…"
300,07-12-2020 02:17,"RT @anniekarni: What is there even to weigh.

//Biden weighs taking an inaugural Amtrak ride from Delaware to D.C. - Axios https://t.co/RJt…"
301,07-12-2020 02:17,@JoeBiden I am replying to your tweet. Nice. This must have been Joe Biden
302,07-12-2020 02:17,"Not trying to NEGATIVE here, but how many of Biden's picks so far....looks like the people that placed Biden in the… https://t.co/xvHPAp3PlC"
303,07-12-2020 02:17,@HoldMahWeavee @cpace42 @JoeBiden its awfully funny how people dont realize pedo joe biden and his far lefties plan… https://t.co/ndEqmTFzVI
304,07-12-2020 02:17,RT @RandyResist: Experts: It Doesn’t Matter That Alito Moved Up Deadline for Pennsylvania Election Lawsuit. PA has already certified its el…
305,07-12-2020 02:17,RT @SenPolehanki: Any denunciation by @MISenate and @MI_Republicans that does not include a clarion call to their followers that the electi…
306,07-12-2020 02:17,"https://t.co/Mh1JWj6bxd Are you sure, Joe? Biden now claims he told Obama 'to trust his gut instinct' before Bin Laden raid ... 
... cla..."
307,07-12-2020 02:17,"If only cranks find the tabulations strange, put me down as a crank

To say out-loud that you find the results of t… https://t.co/0g9Xe4cYGW"
308,07-12-2020 02:17,"RT @justinbaragona: Chris Wallace repeatedly correcs HHS Secretary Alex Azar when he refers to Joe Biden as ""vice president.""

""He's the pr…"
309,07-12-2020 02:17,"@bweglarczyk Nie wiem, czy Pan zna angielski. Prosze wrzucic, jakby co na Google Translator. https://t.co/HlXWBnr9YG"
310,07-12-2020 02:17,RT @ELDEBATE: Se reporta que @JoeBiden habría elegido al mexicoamericano Xavier Becerra para ser la carta fuerte en EEUU de la lucha contra…
311,07-12-2020 02:17,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
312,07-12-2020 02:17,"RT @D_Alex_connect: “A New World Order”⁉️

“An unrelenting stream of immigration, non stop”⁉️

Joe Biden's plan for America, in his own wor…"
313,07-12-2020 02:17,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
314,07-12-2020 02:17,"RT @TheUSASingers: 81,284,062 Americans rigged the election by voting for Joe Biden."
315,07-12-2020 02:17,Peter Daou literally calls Joe Biden a pedophile and I can call him out as a meth head lowlife piece of shit thus a… https://t.co/HsbxFFpQnw
316,07-12-2020 02:17,"@Dknight10k @MPeterson1701 @Hendo968 @thejaylee__ @hilary_barboza @iamcardib Nope, democrats want to preserve priva… https://t.co/1h7nGoH2eN"
317,07-12-2020 02:17,#PartyOfHopeAndChange Biden basically built his whole campaign around bashing President Donald Trump over… https://t.co/Q04gG1WYyu
318,07-12-2020 02:17,RT @CNNPolitics: Joe Biden's already more popular than President Trump's ever been | Analysis by CNN's Harry Enten https://t.co/uxf5r9PuO2…
319,07-12-2020 02:17,"@CarmichaelDave @bedizzle #StopTheSteal
Two choices :
We have President Trump as President with a quarter of the co… https://t.co/KA06UKiSp2"
320,07-12-2020 02:17,"1-Star Review of @us-president-tweets.blogspot: ""The latest news on Joe Biden"" - https://t.co/tJrb4nu0ks via @sitejabber"
321,07-12-2020 02:17,President-elect Joe Biden will nominate California Attorney General Xavier Becerra for the key post of health secre… https://t.co/27fVuKnHGe
322,07-12-2020 02:17,@milenaac @DrKarlynB I feel compelled to clarify that your statement does not agree with the official statement fro… https://t.co/dXvcParP6a
323,07-12-2020 02:17,"RT @shearm: SCOOP -- Joe Biden will nominate Xavier Becerra, the attorney general in California, to be the next HHS secretary, a victory fo…"
324,07-12-2020 02:17,@realDonaldTrump @RudyGiuliani Uncle Rudy Giuliani eventhough u got the Chinese virus don't stop because Joe Biden… https://t.co/dd6b4WWAgd
325,07-12-2020 02:17,RT @Timodc: I see that “socialism” is on the ballot again in a race to determine whether “Woke Corporate Liberal” Joe Biden is working with…
326,07-12-2020 02:17,"RT @tylerpager: SCOOP: Joe Biden has selected Rochelle Walensky, the chief of infectious diseases at Massachusetts General Hospital, to run…"
327,07-12-2020 02:17,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
328,07-12-2020 02:17,RT @kennedytcooper: If only Joe Biden had an entire documented political history that could have served as a warning
329,07-12-2020 02:17,RT @darhar981: 🎄In a now-deleted tweet🎄Michigan Attorney General Dana Nessel signaled the return of the War on Christmas in Joe Biden’s Ame…
330,07-12-2020 02:17,RT @WalshFreedom: I just watched an actual Republican Congressman on national television acknowledge that Joe Biden won the election and wi…
331,07-12-2020 02:17,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
332,07-12-2020 02:17,"@ResitsTrump Or the sequel, If I Did It 2: The Joe Biden Story

#MakeAFakeBMovie"
333,07-12-2020 02:17,"RT @shearm: SCOOP -- Joe Biden will nominate Xavier Becerra, the attorney general in California, to be the next HHS secretary, a victory fo…"
334,07-12-2020 02:17,@JoeBiden PRESIDENT JOE BIDEN ** https://t.co/iVu549VgAD
335,07-12-2020 02:17,@stuartpstevens @NicolleDWallace And Kayleigh just admitted that Joe Biden is the President-Elect.
336,07-12-2020 02:17,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
337,07-12-2020 02:17,"Joe Guzzardi: With Joe Biden, Barack Obama's Gang is Back in Business: Klain was a Silicon Valley and tech monopoly… https://t.co/qWEoiO8e41"
338,07-12-2020 02:17,RT @Weinsteinlaw: Joe Biden received a greater percentage of the vote against an incumbent president than anyone since 1932. He’s also curr…
339,07-12-2020 02:17,"RT @kylegriffin1: Breaking Politico: Joe Biden has selected Rochelle Walensky, the chief of infectious diseases at Massachusetts General Ho…"
340,07-12-2020 02:16,"@MSNBC Joe Flip-Flop Biden 

Biden changes his story on Bin Laden raid -- again

https://t.co/Qm54PwqW9J"
341,07-12-2020 02:16,"https://t.co/HlXWBnr9YG
Weglarczyk vs rzeczywistosc. https://t.co/YT8DcKmJaw"
342,07-12-2020 02:16,"RT @DannySonOfJohn: Breaking: Joe Biden said he is ready to conceive.

😂🤣😂🤣"
343,07-12-2020 02:16,"@Ann76498196 @SenSchumer Biden is either a Wizard or a Treasonous Cheat.
https://t.co/VEBPkgmpbk"
344,07-12-2020 02:16,"RT @ElReyTuitero: “AMLO felicitó a Checo Pérez en cuestión de horas, pero todavía no ha felicitado a Joe Biden. El dictador tiene sus prior…"
345,07-12-2020 02:16,@realDonaldTrump The electors are voting on Mon Dec 14th for Joe Biden!
346,07-12-2020 02:16,"RT @shearm: SCOOP -- Joe Biden will nominate Xavier Becerra, the attorney general in California, to be the next HHS secretary, a victory fo…"
347,07-12-2020 02:16,RT @AnaCabrera: NEW: President-elect Joe Biden is poised to nominate California Attorney General Xavier Becerra to lead the Department of H…
348,07-12-2020 02:16,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
349,07-12-2020 02:16,"RT @jackcalifano: You: I’m starving, I need food

Joe Biden: I understand the concept of hunger"
350,07-12-2020 02:16,"RT @shearm: SCOOP -- Joe Biden will nominate Xavier Becerra, the attorney general in California, to be the next HHS secretary, a victory fo…"
351,07-12-2020 02:16,RT @crampell: Biden weighs taking an inaugural Amtrak ride from Delaware to D.C. https://t.co/r7vUSlNIRc
352,07-12-2020 02:16,"RT @DonnyTinyHandz: So now liberals have taken the word progressive and turned it into meaning ""a woman or minority.""

Hence ""Joe Biden's c…"
353,07-12-2020 02:16,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
354,07-12-2020 02:16,RT @CNN: President-elect Joe Biden is more popular than President Trump has been at any point since he started running for president in Jun…
355,07-12-2020 02:16,@zeimian82 @LemonKnapp @Honeygirl71 @KamalaHarris @JoeBiden It's just math. 279 electoral votes have officially cer… https://t.co/imuLEHQvGF
356,07-12-2020 02:16,RT @kylegriffin1: Joe Biden will be president in 45 days.
357,07-12-2020 02:16,RT @Rando_reborn: This random chick’s past exploits are getting more media scrutiny than Joe Biden’s son’s
358,07-12-2020 02:16,RT @DanBoydNM: Breaking: Gov. Michelle Lujan Grisham will not be leaving #NM for a Cabinet position in President-elect Joe Biden's administ…
359,07-12-2020 02:16,RT @namelessism: Joe Biden Addresses The People of The United States of America. He’s received more votes than any president in history—and…
360,07-12-2020 02:16,SPECIAL REPORT: Inside Joe Biden's corruption scandal and the social med... https://t.co/hO7hteYUjk via @YouTube… https://t.co/qr4vXrsd9v
361,07-12-2020 02:16,"RT @HuffPost: Alex Azar referred to ""Vice President Joe Biden"" as he defended Donald Trump's maskless behavior. https://t.co/BjAZmVLNJL"
362,07-12-2020 02:16,"RT @cnnbrk: Moncef Slaoui, the head of the US effort to develop a Covid-19 vaccine, praises Joe Biden's plan to ask all Americans to wear m…"
363,07-12-2020 02:16,RT @mmpadellan: @realDonaldTrump @FoxNews @OANN @newsmax President Joe Biden is WAAAAY more popular right now than you have EVER been at an…
364,07-12-2020 02:16,"RT @tylerpager: SCOOP: Joe Biden has selected Rochelle Walensky, the chief of infectious diseases at Massachusetts General Hospital, to run…"
365,07-12-2020 02:16,RT @Weinsteinlaw: Joe Biden received a greater percentage of the vote against an incumbent president than anyone since 1932. He’s also curr…
366,07-12-2020 02:16,"RT @nytimes: Breaking News: President-elect Joe Biden has selected Xavier Becerra, a former congressman who is now the Democratic attorney…"
367,07-12-2020 02:16,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
368,07-12-2020 02:16,RT @babadookspinoza: Joe Biden went from “Help is on the way!” to “Americans don’t want help!” in three days.
369,07-12-2020 02:16,"RT @MensDayOutIndia: Joe Biden announces all-female media team at his White House

◾The all-female team will instantly disrupt how journali…"
370,07-12-2020 02:16,RT @CNN: President-elect Joe Biden is more popular than President Trump has been at any point since he started running for president in Jun…
371,07-12-2020 02:16,BARF! Look Who Joe Biden Wants the Next Hit Musical to be Written About ... https://t.co/X7S9fcUHv6 via @YouTube
372,07-12-2020 02:16,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
373,07-12-2020 02:16,"RT @SBAList: With his choice of California Attorney General Xavier Becerra for HHS Secretary, Joe Biden has proven yet again he is an extre…"
374,07-12-2020 02:16,RT @NickAdamsinUSA: Joe Biden lost the election.
375,07-12-2020 02:16,RT @Timodc: I see that “socialism” is on the ballot again in a race to determine whether “Woke Corporate Liberal” Joe Biden is working with…
376,07-12-2020 02:16,"RT @PapooTx: Trump called Georgia Gov. Brian Kemp (R) this morning to overturn President-elect Joe Biden’s victory in Georgia. 

Another br…"
377,07-12-2020 02:16,@MY_BORDERCOLLIE @Yahoo It's an interesting article.  Hope we move forward with addressing climate change under Pre… https://t.co/zUyuYZ5Aug
378,07-12-2020 02:16,RT @JoeChalfant: Here are 4 *different* photos of Joe Biden. I’m dead serious! https://t.co/egKXqcLC4Y
379,07-12-2020 02:16,"RT @BryanDeanWright: The question now remains:

How do we stop these twin threats?

The Chinese Govt is actually manageable.

From smart di…"
380,07-12-2020 02:16,@sintree_leo @JoeBiden Bishh bye trump been accused of sexual assault and he’s racist Joe Biden might be racist but… https://t.co/I7q2NLQW5t
381,07-12-2020 02:16,RT @WalshFreedom: I just watched an actual Republican Congressman on national television acknowledge that Joe Biden won the election and wi…
382,07-12-2020 02:16,"RT @tylerpager: SCOOP: Joe Biden has selected Rochelle Walensky, the chief of infectious diseases at Massachusetts General Hospital, to run…"
383,07-12-2020 02:16,RT @ABC7NY: Joe Biden officially secures enough electors to become president https://t.co/DH69rtJJwf https://t.co/Nlw0bbZtT3
384,07-12-2020 02:16,"RT @DIEBO37: Those Who Believe In a Less Militarist U.S. Foreign Policy
#Troops #War #USA🇺🇸 #ForeignPolicy #𝒟𝒾𝑒𝒷𝒪37 
https://t.co/Vyr0T7LL5E"
385,07-12-2020 02:16,@KTLA *in order to get to the bottom of obvious election fraud committed by Joe Biden and the Democrats
386,07-12-2020 02:16,"RT @champnella: @AdamParkhomenko @Marmel Get off Joe's plane!

Air Force One starring Joe Biden

 https://t.co/W4vjzvRPBJ"
387,07-12-2020 02:16,"RT @NYDailyNews: Xavier Becerra is currently the attorney general of California.

Becerra was born to immigrant parents from Mexico.

He en…"
388,07-12-2020 02:16,"RT @DailyCaller: Joe Biden is asked about his disagreements with Kamala Harris on certain issues:

""Like I told Barack, if I reach somethin…"
389,07-12-2020 02:16,"RT @jackcalifano: You: I’m starving, I need food

Joe Biden: I understand the concept of hunger"
390,07-12-2020 02:16,"RT @riotwomennn: We can demand all we want but unless Georgia removes our Kentucky overlord from majority status, Mitch McConnell is going…"
391,07-12-2020 02:16,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
392,07-12-2020 02:16,"RT @Dknight10k: If you voted for Joe Biden, like and retweet this. Prove to Republicans that the election wasn't rigged and Biden just kick…"
393,07-12-2020 02:16,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
394,07-12-2020 02:16,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
395,07-12-2020 02:16,Poll of the week: A new Gallup poll finds that President Joe Biden has a 55% favorable rating and a 41% unfavorable… https://t.co/SC7CqnL9qD
396,07-12-2020 02:16,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
397,07-12-2020 02:16,RT @darhar981: 🎄In a now-deleted tweet🎄Michigan Attorney General Dana Nessel signaled the return of the War on Christmas in Joe Biden’s Ame…
398,07-12-2020 02:16,RT @kylegriffin1: Raphael Warnock asks Kelly Loeffler point blank whether Trump lost Georgia and she cannot answer. She dodges again. Joe B…
399,07-12-2020 02:16,"RT @Christownsyou: who broke your laws. No special treatment should be given to anyone who has broken the law. Ukraine, we the American peo…"
400,07-12-2020 02:16,RT @stclairashley: Good morning to everybody except people who actually believe Joe Biden received more votes than Obama
401,07-12-2020 02:16,"RT @SBAList: With his choice of California Attorney General Xavier Becerra for HHS Secretary, Joe Biden has proven yet again he is an extre…"
402,07-12-2020 02:16,"RT @nytimes: Breaking News: President-elect Joe Biden has selected Xavier Becerra, a former congressman who is now the Democratic attorney…"
403,07-12-2020 02:16,@realDonaldTrump here’s some real news: A new Gallup poll finds that President-elect Joe Biden has a 55% favorable… https://t.co/HA03td6s0U
404,07-12-2020 02:16,RT @hwinkler4real: Hello Georgia the state : Since Joe Biden IS our next President... why not vote to give him the CHANCE to succeed for  A…
